Province,Year,Infrastructure Type,Passenger Volume (in million)
Anhui,2021,Railway,111.18
Anhui,2020,Railway,94.79
Anhui,2019,Railway,134.10
Anhui,2018,Railway,123.37
Anhui,2017,Railway,114.87
Anhui,2016,Railway,103.70
Anhui,2015,Railway,85.53
Anhui,2014,Railway,79.72
Anhui,2013,Railway,72.10
Anhui,2012,Railway,63.85
Anhui,2011,Railway,59.80
Anhui,2010,Railway,55.52
Anhui,2009,Railway,51.31
Anhui,2008,Railway,46.62
Beijing,2021,Railway,86.07
Beijing,2020,Railway,63.88
Beijing,2019,Railway,148.25
Beijing,2018,Railway,143.57
Beijing,2017,Railway,139.31
Beijing,2016,Railway,134.79
Beijing,2015,Railway,129.18
Beijing,2014,Railway,127.09
Beijing,2013,Railway,116.80
Beijing,2012,Railway,103.98
Beijing,2011,Railway,98.00
Beijing,2010,Railway,89.15
Beijing,2009,Railway,81.61
Beijing,2008,Railway,76.46
Chongqing,2021,Railway,64.97
Chongqing,2020,Railway,52.32
Chongqing,2019,Railway,84.07
Chongqing,2018,Railway,77.07
Chongqing,2017,Railway,63.49
Chongqing,2016,Railway,49.11
Chongqing,2015,Railway,39.94
Chongqing,2014,Railway,40.57
Chongqing,2013,Railway,32.51
Chongqing,2012,Railway,30.40
Chongqing,2011,Railway,29.34
Chongqing,2010,Railway,26.64
Chongqing,2009,Railway,26.05
Chongqing,2008,Railway,24.74
Fujian,2021,Railway,83.50
Fujian,2020,Railway,75.39
Fujian,2019,Railway,127.41
Fujian,2018,Railway,120.96
Fujian,2017,Railway,116.24
Fujian,2016,Railway,104.96
Fujian,2015,Railway,92.56
Fujian,2014,Railway,83.45
Fujian,2013,Railway,65.01
Fujian,2012,Railway,52.95
Fujian,2011,Railway,46.95
Fujian,2010,Railway,36.40
Fujian,2009,Railway,20.83
Fujian,2008,Railway,20.66
Gansu,2021,Railway,46.01
Gansu,2020,Railway,41.53
Gansu,2019,Railway,59.69
Gansu,2018,Railway,54.73
Gansu,2017,Railway,44.67
Gansu,2016,Railway,36.04
Gansu,2015,Railway,31.23
Gansu,2014,Railway,26.72
Gansu,2013,Railway,25.22
Gansu,2012,Railway,23.83
Gansu,2011,Railway,24.51
Gansu,2010,Railway,22.73
Gansu,2009,Railway,21.21
Gansu,2008,Railway,19.11
Guangdong,2021,Railway,244.52
Guangdong,2020,Railway,230.60
Guangdong,2019,Railway,386.99
Guangdong,2018,Railway,341.21
Guangdong,2017,Railway,287.66
Guangdong,2016,Railway,256.03
Guangdong,2015,Railway,231.49
Guangdong,2014,Railway,209.42
Guangdong,2013,Railway,176.58
Guangdong,2012,Railway,150.31
Guangdong,2011,Railway,144.41
Guangdong,2010,Railway,116.74
Guangdong,2009,Railway,103.61
Guangdong,2008,Railway,106.13
Guangxi,2021,Railway,90.88
Guangxi,2020,Railway,78.38
Guangxi,2019,Railway,117.77
Guangxi,2018,Railway,111.00
Guangxi,2017,Railway,98.38
Guangxi,2016,Railway,83.88
Guangxi,2015,Railway,70.46
Guangxi,2014,Railway,47.70
Guangxi,2013,Railway,32.75
Guangxi,2012,Railway,33.10
Guangxi,2011,Railway,33.83
Guangxi,2010,Railway,31.48
Guangxi,2009,Railway,28.86
Guangxi,2008,Railway,26.23
Guizhou,2021,Railway,64.81
Guizhou,2020,Railway,55.36
Guizhou,2019,Railway,71.96
Guizhou,2018,Railway,67.61
Guizhou,2017,Railway,57.96
Guizhou,2016,Railway,51.69
Guizhou,2015,Railway,49.01
Guizhou,2014,Railway,44.09
Guizhou,2013,Railway,43.22
Guizhou,2012,Railway,39.02
Guizhou,2011,Railway,39.39
Guizhou,2010,Railway,34.37
Guizhou,2009,Railway,32.04
Guizhou,2008,Railway,31.99
Hainan,2021,Railway,27.71
Hainan,2020,Railway,22.08
Hainan,2019,Railway,30.85
Hainan,2018,Railway,29.58
Hainan,2017,Railway,26.74
Hainan,2016,Railway,22.92
Hainan,2015,Railway,16.51
Hainan,2014,Railway,15.43
Hainan,2013,Railway,13.89
Hainan,2012,Railway,11.62
Hainan,2011,Railway,10.74
Hainan,2010,Railway,0.84
Hainan,2009,Railway,0.68
Hainan,2008,Railway,0.65
Hebei,2021,Railway,79.31
Hebei,2020,Railway,71.02
Hebei,2019,Railway,130.13
Hebei,2018,Railway,122.11
Hebei,2017,Railway,115.27
Hebei,2016,Railway,107.71
Hebei,2015,Railway,97.06
Hebei,2014,Railway,95.71
Hebei,2013,Railway,87.62
Hebei,2012,Railway,78.46
Hebei,2011,Railway,76.01
Hebei,2010,Railway,75.58
Hebei,2009,Railway,71.94
Hebei,2008,Railway,68.16
Heilongjiang,2021,Railway,48.67
Heilongjiang,2020,Railway,45.90
Heilongjiang,2019,Railway,112.23
Heilongjiang,2018,Railway,105.22
Heilongjiang,2017,Railway,104.12
Heilongjiang,2016,Railway,104.80
Heilongjiang,2015,Railway,98.65
Heilongjiang,2014,Railway,100.96
Heilongjiang,2013,Railway,101.07
Heilongjiang,2012,Railway,105.24
Heilongjiang,2011,Railway,107.45
Heilongjiang,2010,Railway,106.02
Heilongjiang,2009,Railway,101.33
Heilongjiang,2008,Railway,100.12
Henan,2021,Railway,131.26
Henan,2020,Railway,114.15
Henan,2019,Railway,177.09
Henan,2018,Railway,163.83
Henan,2017,Railway,152.52
Henan,2016,Railway,138.25
Henan,2015,Railway,122.00
Henan,2014,Railway,116.47
Henan,2013,Railway,105.32
Henan,2012,Railway,92.13
Henan,2011,Railway,88.04
Henan,2010,Railway,83.38
Henan,2009,Railway,77.18
Henan,2008,Railway,74.76
Hubei,2021,Railway,116.27
Hubei,2020,Railway,81.48
Hubei,2019,Railway,172.16
Hubei,2018,Railway,167.13
Hubei,2017,Railway,157.47
Hubei,2016,Railway,141.97
Hubei,2015,Railway,135.08
Hubei,2014,Railway,123.79
Hubei,2013,Railway,104.10
Hubei,2012,Railway,82.66
Hubei,2011,Railway,70.83
Hubei,2010,Railway,60.13
Hubei,2009,Railway,52.60
Hubei,2008,Railway,49.18
Hunan,2021,Railway,128.65
Hunan,2020,Railway,113.92
Hunan,2019,Railway,156.26
Hunan,2018,Railway,139.43
Hunan,2017,Railway,128.72
Hunan,2016,Railway,115.18
Hunan,2015,Railway,105.11
Hunan,2014,Railway,98.06
Hunan,2013,Railway,92.31
Hunan,2012,Railway,86.01
Hunan,2011,Railway,80.64
Hunan,2010,Railway,72.50
Hunan,2009,Railway,64.66
Hunan,2008,Railway,62.84
Inner Mongolia,2021,Railway,35.97
Inner Mongolia,2020,Railway,32.98
Inner Mongolia,2019,Railway,56.40
Inner Mongolia,2018,Railway,54.46
Inner Mongolia,2017,Railway,54.46
Inner Mongolia,2016,Railway,53.88
Inner Mongolia,2015,Railway,51.08
Inner Mongolia,2014,Railway,47.89
Inner Mongolia,2013,Railway,46.35
Inner Mongolia,2012,Railway,43.20
Inner Mongolia,2011,Railway,42.07
Inner Mongolia,2010,Railway,42.13
Inner Mongolia,2009,Railway,40.79
Inner Mongolia,2008,Railway,38.61
Jiangsu,2021,Railway,213.67
Jiangsu,2020,Railway,160.84
Jiangsu,2019,Railway,237.39
Jiangsu,2018,Railway,212.04
Jiangsu,2017,Railway,197.86
Jiangsu,2016,Railway,178.14
Jiangsu,2015,Railway,161.16
Jiangsu,2014,Railway,153.74
Jiangsu,2013,Railway,134.35
Jiangsu,2012,Railway,117.58
Jiangsu,2011,Railway,106.03
Jiangsu,2010,Railway,97.11
Jiangsu,2009,Railway,91.67
Jiangsu,2008,Railway,88.46
Jiangxi,2021,Railway,91.67
Jiangxi,2020,Railway,81.57
Jiangxi,2019,Railway,119.38
Jiangxi,2018,Railway,111.31
Jiangxi,2017,Railway,102.24
Jiangxi,2016,Railway,92.49
Jiangxi,2015,Railway,84.58
Jiangxi,2014,Railway,78.40
Jiangxi,2013,Railway,69.45
Jiangxi,2012,Railway,63.35
Jiangxi,2011,Railway,61.52
Jiangxi,2010,Railway,55.88
Jiangxi,2009,Railway,54.70
Jiangxi,2008,Railway,52.14
Jilin,2021,Railway,42.16
Jilin,2020,Railway,38.32
Jilin,2019,Railway,86.23
Jilin,2018,Railway,84.46
Jilin,2017,Railway,76.63
Jilin,2016,Railway,75.67
Jilin,2015,Railway,71.58
Jilin,2014,Railway,69.35
Jilin,2013,Railway,66.29
Jilin,2012,Railway,62.63
Jilin,2011,Railway,61.41
Jilin,2010,Railway,57.70
Jilin,2009,Railway,56.87
Jilin,2008,Railway,53.20
Liaoning,2021,Railway,77.78
Liaoning,2020,Railway,71.00
Liaoning,2019,Railway,151.37
Liaoning,2018,Railway,144.22
Liaoning,2017,Railway,142.66
Liaoning,2016,Railway,140.40
Liaoning,2015,Railway,129.19
Liaoning,2014,Railway,128.41
Liaoning,2013,Railway,130.33
Liaoning,2012,Railway,120.45
Liaoning,2011,Railway,120.44
Liaoning,2010,Railway,133.36
Liaoning,2009,Railway,133.77
Liaoning,2008,Railway,120.04
Ningxia,2021,Railway,7.20
Ningxia,2020,Railway,5.58
Ningxia,2019,Railway,6.66
Ningxia,2018,Railway,6.53
Ningxia,2017,Railway,6.50
Ningxia,2016,Railway,6.59
Ningxia,2015,Railway,6.61
Ningxia,2014,Railway,6.57
Ningxia,2013,Railway,5.94
Ningxia,2012,Railway,5.35
Ningxia,2011,Railway,5.43
Ningxia,2010,Railway,5.39
Ningxia,2009,Railway,5.13
Ningxia,2008,Railway,4.57
Qinghai,2021,Railway,8.21
Qinghai,2020,Railway,7.62
Qinghai,2019,Railway,11.48
Qinghai,2018,Railway,12.56
Qinghai,2017,Railway,11.34
Qinghai,2016,Railway,9.94
Qinghai,2015,Railway,9.36
Qinghai,2014,Railway,6.15
Qinghai,2013,Railway,5.92
Qinghai,2012,Railway,5.44
Qinghai,2011,Railway,5.20
Qinghai,2010,Railway,4.74
Qinghai,2009,Railway,4.30
Qinghai,2008,Railway,4.07
Shaanxi,2021,Railway,77.28
Shaanxi,2020,Railway,70.44
Shaanxi,2019,Railway,114.61
Shaanxi,2018,Railway,109.53
Shaanxi,2017,Railway,89.08
Shaanxi,2016,Railway,83.02
Shaanxi,2015,Railway,78.66
Shaanxi,2014,Railway,70.77
Shaanxi,2013,Railway,61.23
Shaanxi,2012,Railway,57.57
Shaanxi,2011,Railway,56.14
Shaanxi,2010,Railway,54.11
Shaanxi,2009,Railway,50.08
Shaanxi,2008,Railway,52.18
Shandong,2021,Railway,137.90
Shandong,2020,Railway,104.57
Shandong,2019,Railway,173.25
Shandong,2018,Railway,153.56
Shandong,2017,Railway,141.51
Shandong,2016,Railway,126.39
Shandong,2015,Railway,113.97
Shandong,2014,Railway,103.04
Shandong,2013,Railway,92.46
Shandong,2012,Railway,83.47
Shandong,2011,Railway,73.27
Shandong,2010,Railway,66.79
Shandong,2009,Railway,61.36
Shandong,2008,Railway,56.69
Shanghai,2021,Railway,92.84
Shanghai,2020,Railway,76.05
Shanghai,2019,Railway,128.34
Shanghai,2018,Railway,122.67
Shanghai,2017,Railway,116.17
Shanghai,2016,Railway,106.09
Shanghai,2015,Railway,96.92
Shanghai,2014,Railway,91.94
Shanghai,2013,Railway,79.72
Shanghai,2012,Railway,67.58
Shanghai,2011,Railway,61.98
Shanghai,2010,Railway,60.95
Shanghai,2009,Railway,51.61
Shanghai,2008,Railway,53.43
Shanxi,2021,Railway,64.54
Shanxi,2020,Railway,48.90
Shanxi,2019,Railway,81.53
Shanxi,2018,Railway,79.58
Shanxi,2017,Railway,76.64
Shanxi,2016,Railway,75.30
Shanxi,2015,Railway,74.18
Shanxi,2014,Railway,69.49
Shanxi,2013,Railway,62.94
Shanxi,2012,Railway,62.08
Shanxi,2011,Railway,62.19
Shanxi,2010,Railway,57.54
Shanxi,2009,Railway,53.20
Shanxi,2008,Railway,47.40
Sichuan,2021,Railway,140.73
Sichuan,2020,Railway,112.96
Sichuan,2019,Railway,173.52
Sichuan,2018,Railway,151.16
Sichuan,2017,Railway,126.31
Sichuan,2016,Railway,114.56
Sichuan,2015,Railway,92.07
Sichuan,2014,Railway,89.05
Sichuan,2013,Railway,82.40
Sichuan,2012,Railway,79.97
Sichuan,2011,Railway,131.47
Sichuan,2010,Railway,81.48
Sichuan,2009,Railway,59.03
Sichuan,2008,Railway,59.39
Tianjin,2021,Railway,34.06
Tianjin,2020,Railway,26.36
Tianjin,2019,Railway,53.32
Tianjin,2018,Railway,50.75
Tianjin,2017,Railway,47.92
Tianjin,2016,Railway,45.43
Tianjin,2015,Railway,40.54
Tianjin,2014,Railway,36.87
Tianjin,2013,Railway,33.52
Tianjin,2012,Railway,29.70
Tianjin,2011,Railway,28.29
Tianjin,2010,Railway,25.94
Tianjin,2009,Railway,22.32
Tianjin,2008,Railway,19.44
Tibet,2021,Railway,3.27
Tibet,2020,Railway,2.49
Tibet,2019,Railway,3.45
Tibet,2018,Railway,3.52
Tibet,2017,Railway,3.20
Tibet,2016,Railway,2.65
Tibet,2015,Railway,2.21
Tibet,2014,Railway,1.63
Tibet,2013,Railway,1.29
Tibet,2012,Railway,1.10
Tibet,2011,Railway,1.10
Tibet,2010,Railway,0.99
Tibet,2009,Railway,0.85
Tibet,2008,Railway,0.70
Xinjiang,2021,Railway,25.43
Xinjiang,2020,Railway,20.12
Xinjiang,2019,Railway,45.50
Xinjiang,2018,Railway,38.10
Xinjiang,2017,Railway,35.15
Xinjiang,2016,Railway,31.55
Xinjiang,2015,Railway,27.19
Xinjiang,2014,Railway,23.29
Xinjiang,2013,Railway,22.86
Xinjiang,2012,Railway,21.25
Xinjiang,2011,Railway,19.64
Xinjiang,2010,Railway,15.24
Xinjiang,2009,Railway,13.45
Xinjiang,2008,Railway,12.87
Yunnan,2021,Railway,52.53
Yunnan,2020,Railway,44.40
Yunnan,2019,Railway,65.53
Yunnan,2018,Railway,55.00
Yunnan,2017,Railway,47.54
Yunnan,2016,Railway,40.56
Yunnan,2015,Railway,39.49
Yunnan,2014,Railway,34.79
Yunnan,2013,Railway,31.89
Yunnan,2012,Railway,27.62
Yunnan,2011,Railway,27.27
Yunnan,2010,Railway,24.46
Yunnan,2009,Railway,21.23
Yunnan,2008,Railway,21.10
Zhejiang,2021,Railway,182.63
Zhejiang,2020,Railway,158.54
Zhejiang,2019,Railway,243.09
Zhejiang,2018,Railway,218.70
Zhejiang,2017,Railway,201.14
Zhejiang,2016,Railway,180.35
Zhejiang,2015,Railway,152.24
Zhejiang,2014,Railway,136.48
Zhejiang,2013,Railway,110.52
Zhejiang,2012,Railway,91.44
Zhejiang,2011,Railway,88.88
Zhejiang,2010,Railway,80.83
Zhejiang,2009,Railway,70.24
Zhejiang,2008,Railway,70.00
Anhui,2021,Waterway,1.61
Anhui,2020,Waterway,1.11
Anhui,2019,Waterway,2.22
Anhui,2018,Waterway,2.4
Anhui,2017,Waterway,2.53
Anhui,2016,Waterway,2.13
Anhui,2015,Waterway,1.85
Anhui,2014,Waterway,1.78
Anhui,2013,Waterway,0.67
Anhui,2012,Waterway,1.59
Anhui,2011,Waterway,1.55
Anhui,2010,Waterway,1.39
Anhui,2009,Waterway,1.14
Anhui,2008,Waterway,1.53
Beijing,2021,Waterway,0
Beijing,2020,Waterway,0
Beijing,2019,Waterway,0
Beijing,2018,Waterway,0
Beijing,2017,Waterway,0
Beijing,2016,Waterway,0
Beijing,2015,Waterway,0
Beijing,2014,Waterway,0
Beijing,2013,Waterway,0
Beijing,2012,Waterway,0
Beijing,2011,Waterway,0
Beijing,2010,Waterway,0
Beijing,2009,Waterway,0
Beijing,2008,Waterway,0
Chongqing,2021,Waterway,6.1
Chongqing,2020,Waterway,5.23
Chongqing,2019,Waterway,7.56
Chongqing,2018,Waterway,7.31
Chongqing,2017,Waterway,8.66
Chongqing,2016,Waterway,7.5
Chongqing,2015,Waterway,7.32
Chongqing,2014,Waterway,7.12
Chongqing,2013,Waterway,6.89
Chongqing,2012,Waterway,12.56
Chongqing,2011,Waterway,13.22
Chongqing,2010,Waterway,12.77
Chongqing,2009,Waterway,12.26
Chongqing,2008,Waterway,15.78
Fujian,2021,Waterway,7.42
Fujian,2020,Waterway,7.42
Fujian,2019,Waterway,18.21
Fujian,2018,Waterway,19.29
Fujian,2017,Waterway,19.25
Fujian,2016,Waterway,20.16
Fujian,2015,Waterway,19.96
Fujian,2014,Waterway,17.94
Fujian,2013,Waterway,17.11
Fujian,2012,Waterway,17.02
Fujian,2011,Waterway,15.95
Fujian,2010,Waterway,14.44
Fujian,2009,Waterway,13.4
Fujian,2008,Waterway,13.05
Gansu,2021,Waterway,0.79
Gansu,2020,Waterway,0.55
Gansu,2019,Waterway,0.8
Gansu,2018,Waterway,0.78
Gansu,2017,Waterway,0.9
Gansu,2016,Waterway,0.9
Gansu,2015,Waterway,0.9
Gansu,2014,Waterway,0.89
Gansu,2013,Waterway,0.85
Gansu,2012,Waterway,0.94
Gansu,2011,Waterway,0.96
Gansu,2010,Waterway,0.94
Gansu,2009,Waterway,0.92
Gansu,2008,Waterway,0.93
Guangdong,2021,Waterway,15.8
Guangdong,2020,Waterway,13.45
Guangdong,2019,Waterway,26.14
Guangdong,2018,Waterway,27.75
Guangdong,2017,Waterway,27.33
Guangdong,2016,Waterway,26.48
Guangdong,2015,Waterway,27.27
Guangdong,2014,Waterway,26.13
Guangdong,2013,Waterway,21.57
Guangdong,2012,Waterway,27.25
Guangdong,2011,Waterway,25.94
Guangdong,2010,Waterway,22.41
Guangdong,2009,Waterway,18.73
Guangdong,2008,Waterway,15.9
Guangxi,2021,Waterway,5.04
Guangxi,2020,Waterway,3.38
Guangxi,2019,Waterway,7.7
Guangxi,2018,Waterway,6.97
Guangxi,2017,Waterway,6.57
Guangxi,2016,Waterway,5.61
Guangxi,2015,Waterway,5.33
Guangxi,2014,Waterway,5.12
Guangxi,2013,Waterway,3.94
Guangxi,2012,Waterway,4.7
Guangxi,2011,Waterway,4.17
Guangxi,2010,Waterway,3.95
Guangxi,2009,Waterway,3.02
Guangxi,2008,Waterway,3.4
Guizhou,2021,Waterway,3.7
Guizhou,2020,Waterway,10.17
Guizhou,2019,Waterway,23.05
Guizhou,2018,Waterway,22.11
Guizhou,2017,Waterway,21.98
Guizhou,2016,Waterway,20.96
Guizhou,2015,Waterway,20.19
Guizhou,2014,Waterway,19.31
Guizhou,2013,Waterway,17.55
Guizhou,2012,Waterway,24.53
Guizhou,2011,Waterway,21.86
Guizhou,2010,Waterway,19.3
Guizhou,2009,Waterway,17.33
Guizhou,2008,Waterway,15.07
Hainan,2021,Waterway,13.17
Hainan,2020,Waterway,11.52
Hainan,2019,Waterway,17.36
Hainan,2018,Waterway,17.88
Hainan,2017,Waterway,18.79
Hainan,2016,Waterway,16.99
Hainan,2015,Waterway,17.14
Hainan,2014,Waterway,16.24
Hainan,2013,Waterway,13.56
Hainan,2012,Waterway,15.81
Hainan,2011,Waterway,14.73
Hainan,2010,Waterway,13.4
Hainan,2009,Waterway,12.06
Hainan,2008,Waterway,13.1
Hebei,2021,Waterway,0
Hebei,2020,Waterway,0
Hebei,2019,Waterway,0.01
Hebei,2018,Waterway,0.02
Hebei,2017,Waterway,0.02
Hebei,2016,Waterway,0.05
Hebei,2015,Waterway,0.05
Hebei,2014,Waterway,0.04
Hebei,2013,Waterway,0
Hebei,2012,Waterway,0
Hebei,2011,Waterway,0
Hebei,2010,Waterway,0
Hebei,2009,Waterway,0
Hebei,2008,Waterway,0
Heilongjiang,2021,Waterway,1.35
Heilongjiang,2020,Waterway,0.99
Heilongjiang,2019,Waterway,3.17
Heilongjiang,2018,Waterway,3.07
Heilongjiang,2017,Waterway,3.41
Heilongjiang,2016,Waterway,3.55
Heilongjiang,2015,Waterway,3.72
Heilongjiang,2014,Waterway,3.66
Heilongjiang,2013,Waterway,3.57
Heilongjiang,2012,Waterway,3.29
Heilongjiang,2011,Waterway,3.12
Heilongjiang,2010,Waterway,2.92
Heilongjiang,2009,Waterway,2.85
Heilongjiang,2008,Waterway,1.76
Henan,2021,Waterway,2.03
Henan,2020,Waterway,1.72
Henan,2019,Waterway,3.07
Henan,2018,Waterway,3.31
Henan,2017,Waterway,3.45
Henan,2016,Waterway,2.89
Henan,2015,Waterway,2.8
Henan,2014,Waterway,2.54
Henan,2013,Waterway,2.55
Henan,2012,Waterway,2.49
Henan,2011,Waterway,2.68
Henan,2010,Waterway,2.55
Henan,2009,Waterway,2.06
Henan,2008,Waterway,1.9
Hubei,2021,Waterway,3.14
Hubei,2020,Waterway,2.33
Hubei,2019,Waterway,6.32
Hubei,2018,Waterway,6.48
Hubei,2017,Waterway,6.25
Hubei,2016,Waterway,5.72
Hubei,2015,Waterway,5.74
Hubei,2014,Waterway,5.48
Hubei,2013,Waterway,4.42
Hubei,2012,Waterway,4.44
Hubei,2011,Waterway,3.68
Hubei,2010,Waterway,3.82
Hubei,2009,Waterway,3.71
Hubei,2008,Waterway,3.88
Hunan,2021,Waterway,7.64
Hunan,2020,Waterway,8.4
Hunan,2019,Waterway,16.41
Hunan,2018,Waterway,17.29
Hunan,2017,Waterway,16.74
Hunan,2016,Waterway,16.15
Hunan,2015,Waterway,15.34
Hunan,2014,Waterway,14.49
Hunan,2013,Waterway,14.8
Hunan,2012,Waterway,13.49
Hunan,2011,Waterway,13.27
Hunan,2010,Waterway,9.19
Hunan,2009,Waterway,7.47
Hunan,2008,Waterway,5.09
Inner Mongolia,2021,Waterway,0
Inner Mongolia,2020,Waterway,0
Inner Mongolia,2019,Waterway,0
Inner Mongolia,2018,Waterway,0
Inner Mongolia,2017,Waterway,0
Inner Mongolia,2016,Waterway,0
Inner Mongolia,2015,Waterway,0
Inner Mongolia,2014,Waterway,0
Inner Mongolia,2013,Waterway,0
Inner Mongolia,2012,Waterway,0
Inner Mongolia,2011,Waterway,0
Inner Mongolia,2010,Waterway,0
Inner Mongolia,2009,Waterway,0
Inner Mongolia,2008,Waterway,0
Jiangsu,2021,Waterway,21.4
Jiangsu,2020,Waterway,15.62
Jiangsu,2019,Waterway,20.84
Jiangsu,2018,Waterway,23.83
Jiangsu,2017,Waterway,24.31
Jiangsu,2016,Waterway,22.72
Jiangsu,2015,Waterway,23.92
Jiangsu,2014,Waterway,25.63
Jiangsu,2013,Waterway,24.54
Jiangsu,2012,Waterway,5.94
Jiangsu,2011,Waterway,5.79
Jiangsu,2010,Waterway,5.12
Jiangsu,2009,Waterway,5.45
Jiangsu,2008,Waterway,5.37
Jiangxi,2021,Waterway,1.59
Jiangxi,2020,Waterway,1.13
Jiangxi,2019,Waterway,1.98
Jiangxi,2018,Waterway,2.53
Jiangxi,2017,Waterway,2.68
Jiangxi,2016,Waterway,2.61
Jiangxi,2015,Waterway,2.73
Jiangxi,2014,Waterway,2.81
Jiangxi,2013,Waterway,2.07
Jiangxi,2012,Waterway,2.55
Jiangxi,2011,Waterway,2.51
Jiangxi,2010,Waterway,2.31
Jiangxi,2009,Waterway,2.56
Jiangxi,2008,Waterway,1.08
Jilin,2021,Waterway,0.98
Jilin,2020,Waterway,0.38
Jilin,2019,Waterway,0.94
Jilin,2018,Waterway,1.39
Jilin,2017,Waterway,1.23
Jilin,2016,Waterway,1.56
Jilin,2015,Waterway,1.88
Jilin,2014,Waterway,2.03
Jilin,2013,Waterway,1.16
Jilin,2012,Waterway,2.41
Jilin,2011,Waterway,2.19
Jilin,2010,Waterway,1.39
Jilin,2009,Waterway,1.7
Jilin,2008,Waterway,1.98
Liaoning,2021,Waterway,2.68
Liaoning,2020,Waterway,2.28
Liaoning,2019,Waterway,5.3
Liaoning,2018,Waterway,5.66
Liaoning,2017,Waterway,5.52
Liaoning,2016,Waterway,5.38
Liaoning,2015,Waterway,5.04
Liaoning,2014,Waterway,5.42
Liaoning,2013,Waterway,5.34
Liaoning,2012,Waterway,5.88
Liaoning,2011,Waterway,5.49
Liaoning,2010,Waterway,4.9
Liaoning,2009,Waterway,5.43
Liaoning,2008,Waterway,5.98
Ningxia,2021,Waterway,1.41
Ningxia,2020,Waterway,0.99
Ningxia,2019,Waterway,1.83
Ningxia,2018,Waterway,1.42
Ningxia,2017,Waterway,1.77
Ningxia,2016,Waterway,1.88
Ningxia,2015,Waterway,1.95
Ningxia,2014,Waterway,2.19
Ningxia,2013,Waterway,2.56
Ningxia,2012,Waterway,1.42
Ningxia,2011,Waterway,1.21
Ningxia,2010,Waterway,1.02
Ningxia,2009,Waterway,0.82
Ningxia,2008,Waterway,0.48
Qinghai,2021,Waterway,0.63
Qinghai,2020,Waterway,0.59
Qinghai,2019,Waterway,0.94
Qinghai,2018,Waterway,0.95
Qinghai,2017,Waterway,0.7
Qinghai,2016,Waterway,0.66
Qinghai,2015,Waterway,0.7
Qinghai,2014,Waterway,0.6
Qinghai,2013,Waterway,0.58
Qinghai,2012,Waterway,0.48
Qinghai,2011,Waterway,0.42
Qinghai,2010,Waterway,0.38
Qinghai,2009,Waterway,0.38
Qinghai,2008,Waterway,0.21
Shaanxi,2021,Waterway,0.66
Shaanxi,2020,Waterway,1.73
Shaanxi,2019,Waterway,2.85
Shaanxi,2018,Waterway,3.61
Shaanxi,2017,Waterway,3.93
Shaanxi,2016,Waterway,4.25
Shaanxi,2015,Waterway,3.78
Shaanxi,2014,Waterway,3.91
Shaanxi,2013,Waterway,3.6
Shaanxi,2012,Waterway,3.69
Shaanxi,2011,Waterway,3.56
Shaanxi,2010,Waterway,3.03
Shaanxi,2009,Waterway,2.62
Shaanxi,2008,Waterway,2.44
Shandong,2021,Waterway,10.47
Shandong,2020,Waterway,8.25
Shandong,2019,Waterway,20.14
Shandong,2018,Waterway,20.44
Shandong,2017,Waterway,20.37
Shandong,2016,Waterway,20
Shandong,2015,Waterway,19.99
Shandong,2014,Waterway,20.22
Shandong,2013,Waterway,18.09
Shandong,2012,Waterway,25.74
Shandong,2011,Waterway,24.03
Shandong,2010,Waterway,26.35
Shandong,2009,Waterway,22.94
Shandong,2008,Waterway,20
Shanghai,2021,Waterway,3.61
Shanghai,2020,Waterway,2.97
Shanghai,2019,Waterway,4.41
Shanghai,2018,Waterway,4.27
Shanghai,2017,Waterway,4.48
Shanghai,2016,Waterway,4.04
Shanghai,2015,Waterway,3.86
Shanghai,2014,Waterway,3.69
Shanghai,2013,Waterway,2.43
Shanghai,2012,Waterway,3.53
Shanghai,2011,Waterway,3.58
Shanghai,2010,Waterway,5.04
Shanghai,2009,Waterway,14.15
Shanghai,2008,Waterway,2.3
Shanxi,2021,Waterway,0.76
Shanxi,2020,Waterway,1.08
Shanxi,2019,Waterway,1.42
Shanxi,2018,Waterway,1.61
Shanxi,2017,Waterway,1.58
Shanxi,2016,Waterway,1.42
Shanxi,2015,Waterway,1.09
Shanxi,2014,Waterway,1.28
Shanxi,2013,Waterway,1.18
Shanxi,2012,Waterway,1.17
Shanxi,2011,Waterway,1.23
Shanxi,2010,Waterway,0.64
Shanxi,2009,Waterway,0.32
Shanxi,2008,Waterway,0.41
Sichuan,2021,Waterway,8.65
Sichuan,2020,Waterway,9.54
Sichuan,2019,Waterway,19.3
Sichuan,2018,Waterway,19.91
Sichuan,2017,Waterway,23.64
Sichuan,2016,Waterway,25.73
Sichuan,2015,Waterway,27.48
Sichuan,2014,Waterway,26.78
Sichuan,2013,Waterway,23.9
Sichuan,2012,Waterway,32.76
Sichuan,2011,Waterway,30.83
Sichuan,2010,Waterway,27.32
Sichuan,2009,Waterway,28.29
Sichuan,2008,Waterway,27.39
Tianjin,2021,Waterway,0.7
Tianjin,2020,Waterway,0.4
Tianjin,2019,Waterway,1.41
Tianjin,2018,Waterway,1.16
Tianjin,2017,Waterway,1.1
Tianjin,2016,Waterway,0.93
Tianjin,2015,Waterway,0.72
Tianjin,2014,Waterway,0.83
Tianjin,2013,Waterway,0.87
Tianjin,2012,Waterway,0.76
Tianjin,2011,Waterway,0.51
Tianjin,2010,Waterway,0.48
